question,document
What's the difference between how the fake_record function generates prompt_tokens versus completion_tokens?,05-monitoring/lessons/11-synthetic-data.md
Why does the random_score function have more 1s than -1s in its choices?,05-monitoring/lessons/11-synthetic-data.md
How often does the generate_one function actually save feedback to the database?,05-monitoring/lessons/11-synthetic-data.md
Why would someone use Grafana instead of just sticking with Streamlit for their dashboards?,05-monitoring/lessons/12-grafana.md
How do you get Grafana running on Docker and what do you need to connect it to the existing database setup?,05-monitoring/lessons/12-grafana.md
What's the deal with those special variables like $__timeFrom() and $__timeTo() that you put in SQL queries?,05-monitoring/lessons/12-grafana.md
How would you write a query to show which language models are being used most frequently during a time period?,05-monitoring/lessons/12-grafana.md
What kind of visualizations work best for displaying token usage trends and cumulative costs over time in Grafana?,05-monitoring/lessons/12-grafana.md
What are the main advantages of using Docker Compose instead of starting each service individually?,05-monitoring/lessons/13-docker-compose.md
How do the three services communicate with each other in this Docker Compose setup?,05-monitoring/lessons/13-docker-compose.md
Why does the Streamlit service need its own Dockerfile while PostgreSQL and Grafana don't?,05-monitoring/lessons/13-docker-compose.md
Where should sensitive information like API keys and database passwords be stored in this project?,05-monitoring/lessons/13-docker-compose.md
How can I make sure my PostgreSQL and Grafana data isn't lost when I stop and restart the containers?,05-monitoring/lessons/13-docker-compose.md
What did you build on top of the RAG pipeline and how were the interactions stored?,05-monitoring/lessons/14-next-steps.md
What are some tools available that can handle LLM application tracing and monitoring without doing everything from scratch?,05-monitoring/lessons/14-next-steps.md
Why would you want to process logging and quality checks asynchronously in a production environment rather than doing it synchronously?,05-monitoring/lessons/14-next-steps.md
"What's the difference between hand-rolling instrumentation versus using a monitoring framework, and when would you choose one approach over the other?",05-monitoring/lessons/14-next-steps.md
"What are the main challenges that come up when scaling the monitoring setup from a minimal example to production, and what technologies help address them?",05-monitoring/lessons/14-next-steps.md
What are the main stages that make up a RAG system and what happens in each one?,06-best-practices/lessons/01-intro.md
Why is improving retrieval quality considered so important for RAG systems?,06-best-practices/lessons/01-intro.md
What five techniques does this module introduce for improving RAG performance?,06-best-practices/lessons/01-intro.md
Which two of the five techniques will actually be covered in detail and why were those chosen?,06-best-practices/lessons/01-intro.md
How do small-to-big chunk retrieval and document reranking work differently as approaches to improving RAG results?,06-best-practices/lessons/01-intro.md
What's the difference between vector search and keyword search and how do you combine them?,06-best-practices/lessons/02-hybrid-search.md
How does the alpha parameter work when you're blending vector and keyword search scores together?,06-best-practices/lessons/02-hybrid-search.md
Can you explain what Reciprocal Rank Fusion is and why it might be better than just averaging scores?,06-best-practices/lessons/02-hybrid-search.md
"In the RRF example with documents A through G, why did C end up ranking first?",06-best-practices/lessons/02-hybrid-search.md
What does the k parameter do in the Reciprocal Rank Fusion formula?,06-best-practices/lessons/02-hybrid-search.md
Why would cosine similarity alone not be enough to find the most relevant documents in a search?,06-best-practices/lessons/03-reranking.md
How does Reciprocal Rank Fusion combine results from different search methods to create a better ranking?,06-best-practices/lessons/03-reranking.md
What's the difference between using Elasticsearch's built-in RRF feature versus implementing it manually in code?,06-best-practices/lessons/03-reranking.md
"When you run both vector and keyword searches separately and then merge them with RRF, what happens if the same document shows up in both results?",06-best-practices/lessons/03-reranking.md
How much did reranking with RRF actually improve the search performance compared to hybrid search without it?,06-best-practices/lessons/03-reranking.md
What packages do I need to install to use LangChain with Elasticsearch?,06-best-practices/lessons/04-langchain.md
How do you create a hybrid search function that combines both keyword and vector search in LangChain?,06-best-practices/lessons/04-langchain.md
What's the purpose of wrapping the Elasticsearch retriever in a function when you want to evaluate it?,06-best-practices/lessons/04-langchain.md
Why would someone use LangChain's ElasticsearchRetriever instead of querying Elasticsearch directly?,06-best-practices/lessons/04-langchain.md
Can you walk me through how to actually run a search query and get results using LangChain's retriever?,06-best-practices/lessons/04-langchain.md
Why is combining vector search with keyword search better than using just one approach?,06-best-practices/lessons/05-next-steps.md
What does reranking do to improve the results you get back from a search?,06-best-practices/lessons/05-next-steps.md
Can you explain what the ParentDocumentRetriever is used for in LangChain?,06-best-practices/lessons/05-next-steps.md
How might adding metadata fields like dates or topics help narrow down search results?,06-best-practices/lessons/05-next-steps.md
What's the purpose of having an LLM rewrite a user's question before searching the database?,06-best-practices/lessons/05-next-steps.md
What kind of application are we building in this end-to-end project and what main problem does it solve?,07-project-example/lessons/01-intro.md
How do we generate the exercise dataset if we don't have a real fitness database available?,07-project-example/lessons/01-intro.md
What libraries and tools do we need to install to get started with this project?,07-project-example/lessons/01-intro.md
Can you explain how the search index works and what fields we use to make exercises searchable?,07-project-example/lessons/01-intro.md
What are the main components that make up the complete RAG pipeline we're building in this lesson?,07-project-example/lessons/01-intro.md
How do you create ground truth data for evaluating a retrieval system?,07-project-example/lessons/02-evaluating-retrieval.md
What are Hit Rate and MRR and how do you calculate them?,07-project-example/lessons/02-evaluating-retrieval.md
Why would you split your ground truth data into separate validation and test sets?,07-project-example/lessons/02-evaluating-retrieval.md
How can you use random search to find the best boost parameters for your search fields?,07-project-example/lessons/02-evaluating-retrieval.md
What should a good project README include when documenting a RAG application?,07-project-example/lessons/02-evaluating-retrieval.md
What's the difference between checking if you're getting the right documents versus checking if the answers being generated are actually good?,07-project-example/lessons/03-evaluating-rag.md
How do you evaluate whether answers from a RAG system are relevant to the questions being asked?,07-project-example/lessons/03-evaluating-rag.md
Can you walk me through the steps of setting up an evaluation process for generated answers using an LLM as a judge?,07-project-example/lessons/03-evaluating-rag.md
Why would you want to compare how different language models perform on the same RAG evaluation task?,07-project-example/lessons/03-evaluating-rag.md
How do you know if paying for a more expensive model is actually worth it compared to a cheaper alternative for your RAG system?,07-project-example/lessons/03-evaluating-rag.md
How do you convert a Jupyter notebook into separate Python modules for a production application?,07-project-example/lessons/04-interface.md
What happens during the ingestion process and when does it occur in this fitness assistant setup?,07-project-example/lessons/04-interface.md
How do the search and RAG components work together to generate answers based on exercise data?,07-project-example/lessons/04-interface.md
What does the Flask API endpoint expect to receive and what does it return to the user?,07-project-example/lessons/04-interface.md
Why are boost values assigned to different fields in the search function?,07-project-example/lessons/04-interface.md
How do you integrate automatic relevance scoring into the RAG function to evaluate every response?,07-project-example/lessons/05-monitoring.md
What tables do you need to create in PostgreSQL for storing conversation data and user feedback?,07-project-example/lessons/05-monitoring.md
How can you calculate the API costs for both the main RAG call and the evaluation call separately?,07-project-example/lessons/05-monitoring.md
What are the three services defined in the Docker Compose configuration and what does each one do?,07-project-example/lessons/05-monitoring.md
How do you set up the Flask API endpoints to save conversations and accept feedback from users?,07-project-example/lessons/05-monitoring.md
What improvements were made to the project after the video was recorded?,07-project-example/lessons/06-summary.md
How much did it cost to build this entire RAG project and what were the main expense categories?,07-project-example/lessons/06-summary.md
What are some practical tips for someone building their own course project?,07-project-example/lessons/06-summary.md
Where can I find the completed fitness assistant project and what components does it include?,07-project-example/lessons/06-summary.md
Why is using GPT-4o-mini a good choice for keeping project costs down?,07-project-example/lessons/06-summary.md
How should I organize and identify chunks when I'm working with multiple articles that need to be embedded and retrieved?,07-project-example/lessons/07-chunking.md
What's the difference between how you'd chunk a YouTube transcript versus how you'd handle a whole book?,07-project-example/lessons/07-chunking.md
Why might using an LLM to find natural splitting points be better than just dividing content by character count?,07-project-example/lessons/07-chunking.md
How would you approach chunking a presentation or slide deck to make it searchable?,07-project-example/lessons/07-chunking.md
What steps should I take to handle visual content like images when building a RAG system?,07-project-example/lessons/07-chunking.md
